name,main_info,whisky_type,volume(cl),alcohol(%),price(£),style_body_last,style_richness_last,style_smoke_last,style_sweetness_last,characters,food_paring,bottler,bottling_decade_clean,bottler_canon,is_independent,bottling_year,age,age_,age_int,is_nas,country,region,casktype,cask_group,colouring,vintage,vintage_clean,nose,palate,finish,reviews,_text_all,price_per_cl,alcohol_density,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,rarity_scarcity,rarity_price_premium,rarity_distillery,rarity_vintage,rarity_score,cluster_taste,cluster_taste_name,pc1,pc2
Dewars Double Double 21 Year Old,blended scotch whiskydistillery bottling,blended,50.0,46.0,140.0,3.0,3.0,0.0,3.0,"Dried Fruit, Cinnamon, Clove, Christmas Cake, Orange, Sultana",,distillery bottling,,distillery bottling,0,,21 year old,21.0,21.0,0,scotland,unknown_scotland,oloroso sherry  finish,sherry,Unknown,,,no description,no description,no description,"This whisky is one of the best I have ever tasted. To be savored slowly, to enjoy the precious dram, and fully appreciate this work of art. Excellent.",dried fruit cinnamon clove christmas cake orange sultana no description no description no description this whisky is one of the best have ever tasted to be savored slowly to enjoy the precious dram and fully appreciate this work of art excellent,2.8,2300.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.2816555734462404,0.0,0.499531689041524,0.5623659263570776,1,Balanced,-0.019136994712462305,-0.6157242202255798
Black & White,blended scotch whisky,blended,70.0,40.0,25.25,2.9,3.0,0.8,2.7,no description,,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,True,,,no description,no description,no description,one of the very best. || Love it || Once ubiquitous but now The Whisky Exchange is the only place you can buy in the UK it appears. Great moderately-priced blend and my favourite for making a Whisky Mac when combined with Crabbie's! || Super brand,no description no description no description no description one of the very best love it once ubiquitous but now the whisky exchange is the only place you can buy in the uk it appears great moderately-priced blend and my favourite for making whisky mac when combined with crabbie super brand,0.3607142857142857,2800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.471110599185452e-05,0.0,0.0,5.618326495943487e-05,1,Balanced,-0.3784471957372894,0.4788608592246698
Johnnie Walker OldestBot.1980s,blended scotch whisky,blended,75.0,43.0,750.0,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,10.0,3225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0528961526964507,1.0,0.0,0.4268495031481619,1,Balanced,0.08178983474904629,0.1614367110594289
Dimple HaigBot.1960s Spring Cap,blended scotch whisky,blended,75.0,40.0,225.0,3.1,3.0,0.8,3.0,no description,,,1960.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,3.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0146474368151248,1.0,0.0,0.4041601076837747,1,Balanced,0.08178983474904629,0.1614367110594289
DimpleBot.1950s Spring Cap Half Bottle,blended scotch whisky,blended,37.5,40.0,125.0,3.1,3.0,0.8,3.0,no description,,,1950.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,3.333333333333333,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2805627529924882,1.0,0.0,0.5619028613883889,1,Balanced,0.08178983474904629,0.1614367110594289
Chivas The Queen's Award for Export 1995,blended scotch whisky,blended,75.0,43.0,299.0,3.1,3.0,0.8,3.0,no description,,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,3.986666666666667,3225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0200386843869689,0.0,0.0,0.0118870823285327,1,Balanced,0.08178983474904629,0.1614367110594289
Whyte & Mackay 21 Year OldGold Medallion Bot.1980s,blended scotch whisky,blended,75.0,43.0,199.0,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,21 year old,21.0,21.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,2.6533333333333333,3225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0127532146952877,1.0,0.499531689041524,0.7983223885797528,1,Balanced,0.08178983474904629,0.1614367110594289
Whyte & Mackay 30 Year Old,blended scotch whisky,blended,70.0,40.0,299.0,3.1,3.0,0.8,3.0,no description,,,,distillery bottling,0,,30 year old,30.0,30.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,4.271428571428571,2800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0200386843869689,0.0,0.7805182641273812,0.5182951124142664,1,Balanced,0.08178983474904629,0.1614367110594289
100 Pipers De LuxeBot.1980s,blended scotch whisky,blended,75.0,40.0,69.95,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,0.9326666666666668,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0033513160581733,1.0,0.0,0.397459172889959,1,Balanced,0.08178983474904629,0.1614367110594289
Ballantine's Gold Seal12 Year Old Bot.1980s,blended scotch whisky,blended,100.0,43.0,110.0,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.1,4300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0062691466696916,1.0,0.0,0.3991900496296708,1,Balanced,0.08178983474904629,0.1614367110594289
Old Rarity De LuxeBot.1970s,blended scotch whisky,blended,75.7,40.0,199.0,3.1,3.0,0.8,3.0,no description,,,1970.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,2.628797886393659,3028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0127532146952877,1.0,0.0,0.403036442384586,1,Balanced,0.08178983474904629,0.1614367110594289
Seagram's 100 PipersBot.1980s,blended scotch whisky,blended,75.0,40.0,79.95,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.066,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0040798630273414,1.0,0.0,0.3978913518511854,1,Balanced,0.08178983474904629,0.1614367110594289
Ballantine's Gold Seal12 Year Old,blended scotch whisky,blended,70.0,40.0,99.95,3.1,3.0,0.8,3.0,no description,,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.427857142857143,2800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0055369569656776,0.0,0.0,0.0032845601053208,1,Balanced,0.08178983474904629,0.1614367110594289
House of Commons 12 Year OldBot.1980s,blended scotch whisky,blended,75.0,40.0,150.0,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,12 year old,12.0,12.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,2.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.009183334546364,1.0,0.2185451139556667,0.6850826277791764,1,Balanced,0.08178983474904629,0.1614367110594289
Johnnie Walker Red LabelBot.1980s,blended scotch whisky,blended,100.0,40.0,150.0,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.5,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.009183334546364,1.0,0.0,0.4009187654745765,1,Balanced,0.08178983474904629,0.1614367110594289
Anchor BlendBot.1960s,blended scotch whisky,blended,70.0,40.0,150.0,3.1,3.0,0.8,3.0,no description,,,1960.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,2.142857142857143,2800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.009183334546364,1.0,0.0,0.4009187654745765,1,Balanced,0.08178983474904629,0.1614367110594289
Antiquary 12 Year OldBot.1980s,blended scotch whisky,blended,100.0,43.0,99.95,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,12 year old,12.0,12.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,0.9995,4300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0055369569656776,1.0,0.2185451139556667,0.6829195720782381,1,Balanced,0.08178983474904629,0.1614367110594289
Grand Old Parr De LuxeBot.1970s,blended scotch whisky,blended,100.0,43.0,175.0,3.1,3.0,0.8,3.0,no description,,,1970.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.75,4300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0110047019692843,1.0,0.0,0.4019992128776426,1,Balanced,0.08178983474904629,0.1614367110594289
Grand Old Parr De LuxeBot.1970s,blended scotch whisky,blended,113.0,40.0,175.0,3.1,3.0,0.8,3.0,no description,,,1970.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.5486725663716814,4520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0110047019692843,1.0,0.0,0.4019992128776426,1,Balanced,0.08178983474904629,0.1614367110594289
Ballantine's 12 Year OldBot.1980s,blended scotch whisky,blended,75.0,40.0,135.0,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,12 year old,12.0,12.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.8,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0080905140926118,1.0,0.2185451139556667,0.6844343593373367,1,Balanced,0.08178983474904629,0.1614367110594289
Ainslie's Choice Scotch WhiskyBot.1990s,blended scotch whisky,blended,70.0,40.0,99.95,3.1,3.0,0.8,3.0,no description,,,1990.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.427857142857143,2800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0055369569656776,0.0,0.0,0.0032845601053208,1,Balanced,0.08178983474904629,0.1614367110594289
Bell's Royal Reserve 20 Year OldBot.1970s,blended scotch whisky,blended,75.0,43.0,225.0,3.1,3.0,0.8,3.0,no description,,,1970.0,distillery bottling,0,,20 year old,20.0,20.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,3.0,3225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0146474368151248,1.0,0.4683109584764288,0.7870991556688784,1,Balanced,0.08178983474904629,0.1614367110594289
Chivas Imperial 18 Year OldBot.1990s,blended scotch whisky,blended,70.0,43.0,199.0,3.1,3.0,0.8,3.0,no description,,,1990.0,distillery bottling,0,,18 year old,18.0,18.0,0,scotland,unknown_scotland,not specified,unknown,True,,,no description,no description,no description,,no description no description no description no description,2.842857142857143,3010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0127532146952877,0.0,0.4058694973462383,0.3658105442812462,1,Balanced,0.08178983474904629,0.1614367110594289
Bell's 12 Year OldBot.1970s,blended scotch whisky,blended,75.7,40.0,110.0,3.1,3.0,0.8,3.0,no description,,,1970.0,distillery bottling,0,,12 year old,12.0,12.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.453104359313078,3028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0062691466696916,1.0,0.2185451139556667,0.6833539119342706,1,Balanced,0.08178983474904629,0.1614367110594289
Bell's Extra SpecialBot.1980s,blended scotch whisky,blended,75.0,40.0,94.95,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.266,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0051726834810935,1.0,0.0,0.3985396202930251,1,Balanced,0.08178983474904629,0.1614367110594289
Bell's Extra SpecialBot.1970s,blended scotch whisky,blended,100.0,43.0,150.0,3.1,3.0,0.8,3.0,no description,,,1970.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.5,4300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.009183334546364,1.0,0.0,0.4009187654745765,1,Balanced,0.08178983474904629,0.1614367110594289
Old Parr Seasons Summer,blended scotch whisky,blended,50.0,43.0,125.0,3.1,3.0,0.8,3.0,no description,,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,2.5,2150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2805627529924882,0.0,0.0,0.1664317117200712,1,Balanced,0.08178983474904629,0.1614367110594289
AntiquaryBot.1970s,blended scotch whisky,blended,75.7,40.0,99.95,3.1,3.0,0.8,3.0,no description,,,1970.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.320343461030383,3028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0055369569656776,1.0,0.0,0.3987557097736383,1,Balanced,0.08178983474904629,0.1614367110594289
Whyte & Mackay 21 Year OldBot.1980s,blended scotch whisky,blended,75.0,43.0,199.0,3.3,3.2,0.3,3.0,no description,,,1980.0,distillery bottling,0,,21 year old,21.0,21.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,"Sour plum, alluring Chinese Shao Xin. Interesting aroma that evolves as it breathes. Soft but so well texturized. Creamy, yet herbs at the same time. Complex and rounded. Warm scones, baked cherries.Velvety, touch of oldies scent of the oak, gentle sherry sweetness, quinine, colaMedium, finished gracefully, and be mesmerized with the chews of the fine sherry sweetnessSurprisingly good. Fine old cask.",no description no description no description no description sour plum alluring chinese shao xin interesting aroma that evolves as it breathes soft but so well texturized creamy yet herbs at the same time complex and rounded warm scones baked cherries velvety touch of oldies scent of the oak gentle sherry sweetness quinine colamedium finished gracefully and be mesmerized with the chews of the fine sherry sweetnesssurprisingly good fine old cask,2.6533333333333333,3225.0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0.3333333333333333,0.0127532146952877,1.0,0.499531689041524,0.7983223885797528,1,Balanced,0.5188883032063445,-0.19249884521227917
Long JohnBot.1980s,blended scotch whisky,blended,75.0,40.0,79.95,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.066,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0040798630273414,1.0,0.0,0.3978913518511854,1,Balanced,0.08178983474904629,0.1614367110594289
Vat 69Bot.1970s,blended scotch whisky,blended,75.0,44.0,275.0,3.1,3.0,0.8,3.0,no description,,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,3.6666666666666665,3300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0182901716609654,0.0,0.0,0.0108498528215893,1,Balanced,0.08178983474904629,0.1614367110594289
Woven Hemisphere Whisky,blended scotch whisky,blended,70.0,51.4,52.5,3.0,4.0,3.0,3.0,"Mixed Herb, Smoke, Lemon, Malt, Honeycomb",,,,woven,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,mixed herb smoke lemon malt honeycomb no description no description no description,0.75,3598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3700059222814451,0.0020800015969749,0.0,0.0,0.2207238721373952,3,Smoky & Full-Body,0.8386854725765567,2.3953155459860613
Woven SuperBlend,blended scotch whisky,blended,70.0,46.1,48.95,3.0,4.0,1.0,3.0,"Honeysuckle, Rosemary, Stewed Fruit, Barley",,,,woven,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,honeysuckle rosemary stewed fruit barley no description no description no description,0.6992857142857143,3227.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3700059222814451,0.0018213674229202,0.0,0.0,0.2205704486061598,1,Balanced,0.8858560770776511,0.5357115666645399
Ballantine's 17 Year OldBot.1980s,blended scotch whisky,blended,75.0,43.0,250.0,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,17 year old,17.0,17.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,3.333333333333333,3225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0164688042380451,1.0,0.374648766781143,0.7511389084417555,1,Balanced,0.08178983474904629,0.1614367110594289
White HorseBot.1980s,blended scotch whisky,blended,100.0,43.0,150.0,3.1,3.0,0.8,3.0,no description,,,1980.0,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.5,4300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.009183334546364,1.0,0.0,0.4009187654745765,1,Balanced,0.08178983474904629,0.1614367110594289
Royal Salute 21 Year Old Harris Reed EditionPink Flagon,blended scotch whisky,blended,70.0,40.0,250.0,4.0,4.0,0.0,3.0,"Toffee, Dark Chocolate, Geranium, Cashew, Vanilla",,,,distillery bottling,0,,21 year old,21.0,21.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,toffee dark chocolate geranium cashew vanilla no description no description no description,3.571428571428572,2800.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0164688042380451,0.0,0.499531689041524,0.40505535161369,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
